Schulnummer;Kurzbezeichnung;Bezirksregierung;Kreis;Gemeinde;Sozialindexstufe
133863;RÅthen, GG Luzia-Schule;BR Arnsberg;Kreis Soest;RÅthen;1
133875;RÅthen, GG (Verb.) Nikolausschule;BR Arnsberg;Kreis Soest;RÅthen;3
133899;Lippstadt, GG (Verb.) Im Kleefeld;BR Arnsberg;Kreis Soest;Lippstadt;2
133917;Geseke, KG Pankratiusschule;BR Arnsberg;Kreis Soest;Geseke;1
133930;Meschede, KG St. Johannes-Schule;BR Arnsberg;Hochsauerlandkreis;Meschede;1
133954;Bestwig, GG am Sengenberg;BR Arnsberg;Hochsauerlandkreis;Bestwig;3
133966;Bestwig, GG Wilhelmine-LÅbke;BR Arnsberg;Hochsauerlandkreis;Bestwig;2
133978;Bestwig, GG Andreas;BR Arnsberg;Hochsauerlandkreis;Bestwig;5
133980;Eslohe, KG (Verb.) Raphael-Schule;BR Arnsberg;Hochsauerlandkreis;Eslohe (Sauerland);2
134028;Schmallenberg, KG Berghausen;BR Arnsberg;Hochsauerlandkreis;Schmallenberg;1
134030;Schmallenberg, GG Bîdefeld;BR Arnsberg;Hochsauerlandkreis;Schmallenberg;2
134065;Schmallenberg, KG Bad Fredeburg;BR Arnsberg;Hochsauerlandkreis;Schmallenberg;3
134089;Meschede, KG Luziaschule Berge;BR Arnsberg;Hochsauerlandkreis;Meschede;2
134119;Meschede, KG Marienschule;BR Arnsberg;Hochsauerlandkreis;Meschede;4
134132;Meschede, KG (Verb) Unter dem Regenbogen;BR Arnsberg;Hochsauerlandkreis;Meschede;4
134156;Schmallenberg, KG Fleckenberg;BR Arnsberg;Hochsauerlandkreis;Schmallenberg;2
134181;Schmallenberg, KG St.Michael;BR Arnsberg;Hochsauerlandkreis;Schmallenberg;1
134211;Schmallenberg, GG (Verb.) Ringstra·e;BR Arnsberg;Hochsauerlandkreis;Schmallenberg;3
134247;Attendorn, GG Ennest;BR Arnsberg;Kreis Olpe;Attendorn;3
134259;Attendorn, KG Marienschule;BR Arnsberg;Kreis Olpe;Attendorn;1
134260;Attendorn, KG (Verb.) Sonnenschule;BR Arnsberg;Kreis Olpe;Attendorn;3
134296;Drolshagen, KG (Verb) GrÑfin-Sayn-Schule;BR Arnsberg;Kreis Olpe;Drolshagen;2
134387;Finnentrop,GG (Verb) Lennetal Gutenberg;BR Arnsberg;Kreis Olpe;Finnentrop;4
134399;Finnentrop, GG Heggen;BR Arnsberg;Kreis Olpe;Finnentrop;3
134405;Finnentrop, KG (Verb.) Frettertal;BR Arnsberg;Kreis Olpe;Finnentrop;2
134417;Kirchhundem, GG Welschen Ennest;BR Arnsberg;Kreis Olpe;Kirchhundem;3
134429;Kirchhundem, GG St. Katharina;BR Arnsberg;Kreis Olpe;Kirchhundem;3
134454;Kirchhundem, GG am Kreuzberg;BR Arnsberg;Kreis Olpe;Kirchhundem;2
134480;Lennestadt, KG (Verb.) St.-Agatha-Schule;BR Arnsberg;Kreis Olpe;Lennestadt;4
134521;Lennestadt, KG (Verb.) Oene-Elspe-Tal;BR Arnsberg;Kreis Olpe;Lennestadt;3
134533;Lennestadt, GG Marienschule;BR Arnsberg;Kreis Olpe;Lennestadt;2
134569;Lennestadt, GG St. Nikolaus;BR Arnsberg;Kreis Olpe;Lennestadt;5
134570;Lennestadt, KG (Verb.) Franziskus-Schule;BR Arnsberg;Kreis Olpe;Lennestadt;5
134582;Olpe, KG Franz-Hitze-Schule;BR Arnsberg;Kreis Olpe;Olpe;1
134600;Olpe, KG (Verb.) DÅringerschule;BR Arnsberg;Kreis Olpe;Olpe;2
134648;Olpe, GG Olpe am Hohenstein;BR Arnsberg;Kreis Olpe;Olpe;4
134661;Wenden, GG Gerlingen;BR Arnsberg;Kreis Olpe;Wenden;2
134685;Wenden, GG HÅnsborn;BR Arnsberg;Kreis Olpe;Wenden;2
134703;Wenden, KG (Verb.) Wendener Land;BR Arnsberg;Kreis Olpe;Wenden;2
134727;Hilchenbach, GG Florenburg-Schule;BR Arnsberg;Kreis Siegen-Wittgenstein;Hilchenbach;2
134739;Hilchenbach, GG MÅsen;BR Arnsberg;Kreis Siegen-Wittgenstein;Hilchenbach;3
134764;Siegen, GG (Verb.) auf dem Hubenfeld;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;3
134790;Siegen, GG (Verb.) Eiserfeld;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;4
134831;Siegen, GG Friedrich-Flender-Schule;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;6
134843;Siegen, GG Birlenbacherschule;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;5
134855;Siegen, GG Albert-Schweitzer-Schule;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;8
134867;Siegen, GG GlÅckaufschule;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;4
134879;Siegen, GG Geisweider;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;7
134892;Siegen, GG Jung-Stilling-Schule;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;3
134909;Siegen, GG Sonnenhangschule;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;2
134910;Siegen, GG Diesterwegschule;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;6
134922;Siegen, GG Montessori am Lindenberg;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;5
134934;Siegen, GG Giersbergschule;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;6
134946;Siegen, GG Kaan-Marienborn;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;3
134960;Siegen, KG HammerhÅtter;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;5
134971;Siegen, GG Spandauer;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;6
134995;Siegen, GG Obenstruth;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;7
135008;Siegen, GG Nordschule;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;9
135033;Burbach, GG Marktplatz;BR Arnsberg;Kreis Siegen-Wittgenstein;Burbach;4
135045;Freudenberg, GG Alchen;BR Arnsberg;Kreis Siegen-Wittgenstein;Freudenberg;2
135057;Freudenberg, GG BÅschergrund;BR Arnsberg;Kreis Siegen-Wittgenstein;Freudenberg;2
135069;Freudenberg, GG Am Alten Flecken;BR Arnsberg;Kreis Siegen-Wittgenstein;Freudenberg;2
135070;Freudenberg, GG Oberfischbach;BR Arnsberg;Kreis Siegen-Wittgenstein;Freudenberg;2
135094;Kreuztal, GG Bodelschwingh Schule;BR Arnsberg;Kreis Siegen-Wittgenstein;Kreuztal;6
135100;Kreuztal, GG (Verb.) Adolf-Wurmbach;BR Arnsberg;Kreis Siegen-Wittgenstein;Kreuztal;3
135112;Kreuztal, GG Fellinghausen;BR Arnsberg;Kreis Siegen-Wittgenstein;Kreuztal;3
135124;Kreuztal, GG Jung-Stilling-Schule;BR Arnsberg;Kreis Siegen-Wittgenstein;Kreuztal;3
135136;Kreuztal, KG St. Martin-Schule;BR Arnsberg;Kreis Siegen-Wittgenstein;Kreuztal;3
135148;Kreuztal,GG an Dreslers Park;BR Arnsberg;Kreis Siegen-Wittgenstein;Kreuztal;9
135161;Neunkirchen, GG Salchendorf;BR Arnsberg;Kreis Siegen-Wittgenstein;Neunkirchen;5
135185;Neunkirchen, GG Kopernikus;BR Arnsberg;Kreis Siegen-Wittgenstein;Neunkirchen;4
135197;Netphen, GG Johannlandschule;BR Arnsberg;Kreis Siegen-Wittgenstein;Netphen;1
135215;Netphen, GG (Verb.) Frohnhausener Str.;BR Arnsberg;Kreis Siegen-Wittgenstein;Netphen;3
135240;Netphen, GG Deuz;BR Arnsberg;Kreis Siegen-Wittgenstein;Netphen;4
135264;Netphen, GG (Verb.) Dreisbachtalschule;BR Arnsberg;Kreis Siegen-Wittgenstein;Netphen;3
135288;Wilnsdorf, GG Vorm Brand;BR Arnsberg;Kreis Siegen-Wittgenstein;Wilnsdorf;2
135290;Wilnsdorf, GG Wilgersdorf;BR Arnsberg;Kreis Siegen-Wittgenstein;Wilnsdorf;2
135331;Wilnsdorf, GG Dielfen;BR Arnsberg;Kreis Siegen-Wittgenstein;Wilnsdorf;2
135343;Wilnsdorf, KG Rudersdorf;BR Arnsberg;Kreis Siegen-Wittgenstein;Wilnsdorf;3
135355;Ense, GG Bernhardusschule Niederense;BR Arnsberg;Kreis Soest;Ense;2
135367;Ense, KG FÅrstenberg;BR Arnsberg;Kreis Soest;Ense;1
135379;Ense, GG Hîingen;BR Arnsberg;Kreis Soest;Ense;2
135380;Lippetal, KG St. Stephanus-Schule;BR Arnsberg;Kreis Soest;Lippetal;2
135392;Lippetal, KG St. Ida-Schule Herzfeld;BR Arnsberg;Kreis Soest;Lippetal;2
135409;Lippetal, KG Ludgerus-Schule Lippborg;BR Arnsberg;Kreis Soest;Lippetal;2
135434;Mîhnesee, GG (Verb.) Mîhnesee;BR Arnsberg;Kreis Soest;Mîhnesee;1
135446;Bad Sassendorf, GG SÑlzer;BR Arnsberg;Kreis Soest;Bad Sassendorf;2
135458;Soest, GG Hellweg;BR Arnsberg;Kreis Soest;Soest;1
135460;Soest, GG Johannes;BR Arnsberg;Kreis Soest;Soest;7
135471;Soest, KG Patroklischule;BR Arnsberg;Kreis Soest;Soest;2
135483;Soest, GG Petrischule;BR Arnsberg;Kreis Soest;Soest;2
135495;Soest, GG Wiese;BR Arnsberg;Kreis Soest;Soest;2
135501;Soest, KG Bruno;BR Arnsberg;Kreis Soest;Soest;3
135513;Welver, GG Borgeln;BR Arnsberg;Kreis Soest;Welver;1
135525;Welver, GG Bernhard-Honkamp-Schule;BR Arnsberg;Kreis Soest;Welver;2
135537;Werl, KG Walburgisschule;BR Arnsberg;Kreis Soest;Werl;4
135549;Werl, KG St.Josef-Schule;BR Arnsberg;Kreis Soest;Werl;1
135550;Werl, KG Marienschule;BR Arnsberg;Kreis Soest;Werl;1
135562;Werl, KG Petrischule;BR Arnsberg;Kreis Soest;Werl;6
135586;Wickede, GG Melanchthonschule;BR Arnsberg;Kreis Soest;Wickede (Ruhr);2
135598;Wickede, GG Engelhardschule;BR Arnsberg;Kreis Soest;Wickede (Ruhr);3
135604;Kamen, GG Eichendorff;BR Arnsberg;Kreis Unna;Kamen;3
135616;Kamen, GG Diesterweg;BR Arnsberg;Kreis Unna;Kamen;4
135630;Kamen, GG (Verb.) SÅdschule;BR Arnsberg;Kreis Unna;Kamen;3
135653;Kamen, GG Astrid-Lindgren-Schule;BR Arnsberg;Kreis Unna;Kamen;3
135665;Kamen, GG Friedrich-Ebert;BR Arnsberg;Kreis Unna;Kamen;6
135677;Kamen, GG Jahn;BR Arnsberg;Kreis Unna;Kamen;2
135690;Unna, GG LÅnern;BR Arnsberg;Kreis Unna;Unna;1
135707;Unna, GG Hemmerde;BR Arnsberg;Kreis Unna;Unna;1
135720;Unna, GG Sonnenschule;BR Arnsberg;Kreis Unna;Unna;1
135732;Unna, GG Schillerschule;BR Arnsberg;Kreis Unna;Unna;2
135744;Unna, GG Grilloschule;BR Arnsberg;Kreis Unna;Unna;4
135756;Unna, KG Katharinenschule;BR Arnsberg;Kreis Unna;Unna;3
135768;Unna, GG am Friedrichsborn;BR Arnsberg;Kreis Unna;Unna;6
135781;Unna, GG Osterfeldschule;BR Arnsberg;Kreis Unna;Unna;1
135793;Bergkamen, GG Gerhart-Hauptmann-Schule;BR Arnsberg;Kreis Unna;Bergkamen;7
135823;Bergkamen, GG Schiller;BR Arnsberg;Kreis Unna;Bergkamen;2
135835;Bergkamen, GG Freiherr-von-Ketteler;BR Arnsberg;Kreis Unna;Bergkamen;1
135847;Bergkamen, GG Preinschule;BR Arnsberg;Kreis Unna;Bergkamen;4
135859;Bergkamen, GG Jahn;BR Arnsberg;Kreis Unna;Bergkamen;2
135860;Bergkamen, GG Overberger;BR Arnsberg;Kreis Unna;Bergkamen;1
135872;Bergkamen, GG Pfalz;BR Arnsberg;Kreis Unna;Bergkamen;4
135884;Frîndenberg/Ruhr, GG Friedhofstr.;BR Arnsberg;Kreis Unna;Frîndenberg/Ruhr;2
135896;Frîndenberg/Ruhr, KG Overbergschule;BR Arnsberg;Kreis Unna;Frîndenberg/Ruhr;2
135902;Frîndenberg/Ruhr, GG Sonnenbergschule;BR Arnsberg;Kreis Unna;Frîndenberg/Ruhr;1
135926;Bînen, GG Goetheschule;BR Arnsberg;Kreis Unna;Bînen;3
135938;Bînen, GG Hellwegschule;BR Arnsberg;Kreis Unna;Bînen;3
135951;Holzwickede, GG Nordschule;BR Arnsberg;Kreis Unna;Holzwickede;4
135963;Holzwickede, GG Paul-Gerhardt-Schule;BR Arnsberg;Kreis Unna;Holzwickede;1
135975;Holzwickede, KG Aloysiusschule;BR Arnsberg;Kreis Unna;Holzwickede;5
135987;Holzwickede, EG Dudenroth;BR Arnsberg;Kreis Unna;Holzwickede;2
135999;Hamm, GG Jahnschule;BR Arnsberg;Stadt Hamm;Hamm;6
136001;Hamm, GG Schillerschule;BR Arnsberg;Stadt Hamm;Hamm;6
136013;Hamm, GG Lessingschule;BR Arnsberg;Stadt Hamm;Hamm;5
136025;Hamm, GG Selmigerheide;BR Arnsberg;Stadt Hamm;Hamm;2
136037;Hamm, GG Carl-Orff-Schule;BR Arnsberg;Stadt Hamm;Hamm;1
136050;Hamm, GG Im grÅnen Winkel;BR Arnsberg;Stadt Hamm;Hamm;1
136062;Hamm, GG (Verb.) Maximilianschule;BR Arnsberg;Stadt Hamm;Hamm;2
136074;Bad Berleburg, GG Burgfeld;BR Arnsberg;Kreis Siegen-Wittgenstein;Bad Berleburg;4
136086;Bad Berleburg, GG Im Odeborntal;BR Arnsberg;Kreis Siegen-Wittgenstein;Bad Berleburg;2
136098;Bad Laasphe, GG (Verb.) Bahnhofstra·e;BR Arnsberg;Kreis Siegen-Wittgenstein;Bad Laasphe;3
136104;Bad Berleburg, GG Aue-Wingeshausen;BR Arnsberg;Kreis Siegen-Wittgenstein;Bad Berleburg;2
136128;Bad Berleburg, GG (Verb.) Edertalschule;BR Arnsberg;Kreis Siegen-Wittgenstein;Bad Berleburg;1
136153;Bad Berleburg, GG Unterm Heiligenberg;BR Arnsberg;Kreis Siegen-Wittgenstein;Bad Berleburg;1
136189;ErndtebrÅck, GG Schulstr.;BR Arnsberg;Kreis Siegen-Wittgenstein;ErndtebrÅck;2
136190;Bad Laasphe, GG Banfe;BR Arnsberg;Kreis Siegen-Wittgenstein;Bad Laasphe;2
136207;Bad Laasphe, GG Feudingen;BR Arnsberg;Kreis Siegen-Wittgenstein;Bad Laasphe;1
136281;DÅsseldorf, GH Graf-Recke-Str.;BR DÅsseldorf;Stadt DÅsseldorf;DÅsseldorf;7
136323;DÅsseldorf, KH Itterstr.;BR DÅsseldorf;Stadt DÅsseldorf;DÅsseldorf;9
136359;DÅsseldorf, GH Dumont-Lindemann;BR DÅsseldorf;Stadt DÅsseldorf;DÅsseldorf;8
136384;DÅsseldorf, GH Schule am Eller Forst;BR DÅsseldorf;Stadt DÅsseldorf;DÅsseldorf;8
136440;DÅsseldorf, KH St.-Benedikt-Schule;BR DÅsseldorf;Stadt DÅsseldorf;DÅsseldorf;8
136505;DÅsseldorf, GH Benrath;BR DÅsseldorf;Stadt DÅsseldorf;DÅsseldorf;9
136566;DÅsseldorf, GH Rather Kreuzweg;BR DÅsseldorf;Stadt DÅsseldorf;DÅsseldorf;9
136967;Essen, KH Marienschule;BR DÅsseldorf;Stadt Essen;Essen;8
136980;Essen, GH an der WÑchtlerstra·e;BR DÅsseldorf;Stadt Essen;Essen;9
137364;Essen, GH Bochold;BR DÅsseldorf;Stadt Essen;Essen;9
137674;Leverkusen, GH Theodor-Wuppermann;BR Kîln;Stadt Leverkusen;Leverkusen;9
137716;Mînchengladbach, KH Neuwerk;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;7
137728;Mînchengladbach, KH Anna Schiller;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;5
137807;Mînchengladbach, GH Heinrich-Lersch;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;9
137947;MÅlheim an der Ruhr, GH Sch.a.Hexbachtal;BR DÅsseldorf;Stadt MÅlheim a.d.Ruhr;MÅlheim a.d.Ruhr;9
138344;Mînchengladbach, GH Comenius-Schule;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;9
138368;Mînchengladbach, GH Kirschhecke;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;9
138393;Mînchengladbach, GH Dohr;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;8
138538;Wuppertal, KH St.-Laurentius-Schule;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;6
138540;Wuppertal, KH Bernhard-Letterhaus-Schule;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;7
138629;Wuppertal, GH Helene-Weber-Schule;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;9
138680;Wuppertal, GH Oberbarmen;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;9
138708;Wuppertal, GH Barmen-SÅdwest;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;9
138848;Duisburg, GH Ludgerusstra·e;BR DÅsseldorf;Stadt Duisburg;Duisburg;8
139099;Velbert, GH Martin-Luther-King-Schule;BR DÅsseldorf;Kreis Mettmann;Velbert;9
139166;Erkrath, GH Carl-Fuhlrott-Schule;BR DÅsseldorf;Kreis Mettmann;Erkrath;7
139518;Korschenbroich, GH Korschenbroich;BR DÅsseldorf;Rhein-Kreis Neuss;Korschenbroich;4
139671;Schwalmtal, GH Schwalmtal;BR DÅsseldorf;Kreis Viersen;Schwalmtal;4
139701;Viersen, GH Max-von-der-GrÅn-Schule;BR DÅsseldorf;Kreis Viersen;Viersen;7
139828;Goch, GH Gustav-Adolf-Schule;BR DÅsseldorf;Kreis Kleve;Goch;6
139993;Moers, GH Justus-von-Liebig-Schule;BR DÅsseldorf;Kreis Wesel;Moers;9
140272;Rees, GH Rheinschule Rees;BR DÅsseldorf;Kreis Kleve;Rees;3
140387;HÅckeswagen, GH Weststra·e;BR Kîln;Oberbergischen Kreis;HÅckeswagen;5
140478;Leverkusen, KH Im Hederichsfeld;BR Kîln;Stadt Leverkusen;Leverkusen;8
140545;Bonn, GH Karl-Simrock-Schule;BR Kîln;Stadt Bonn;Bonn;6
140594;Bonn, GH August-Macke-Schule;BR Kîln;Stadt Bonn;Bonn;7
140673;Bonn, GH Johannes-Rau-Schule;BR Kîln;Stadt Bonn;Bonn;9
140685;Bonn, KH St.Hedwig-Schule;BR Kîln;Stadt Bonn;Bonn;7
140843;Kîln, GH Kurt-Tucholsky-Schule;BR Kîln;Stadt Kîln;Kîln;9
140867;Kîln, GH Bilderstîckchen;BR Kîln;Stadt Kîln;Kîln;8
140879;Kîln, GH Ursula-Kuhr-Schule;BR Kîln;Stadt Kîln;Kîln;6
140892;Kîln, KH Adolph-Kolping-Schule;BR Kîln;Stadt Kîln;Kîln;9
140909;Kîln, KH Gro·er Griechenmarkt;BR Kîln;Stadt Kîln;Kîln;7
140960;Kîln, GH Baadenberger Str.;BR Kîln;Stadt Kîln;Kîln;8
141021;Kîln, KH Kath. Hauptschule am Rhein;BR Kîln;Stadt Kîln;Kîln;7
141070;Kîln, GH Tiefentalstr.;BR Kîln;Stadt Kîln;Kîln;9
141082;Kîln, GH Nelson-Mandela-Schule;BR Kîln;Stadt Kîln;Kîln;9
141161;Bedburg, GH Arnold-von-Harff-Schule;BR Kîln;Rhein-Erft-Kreis;Bedburg;5
141173;Bergheim, GH Erich KÑstner;BR Kîln;Rhein-Erft-Kreis;Bergheim;6
141240;Kerpen, GH MÅhlengraben;BR Kîln;Rhein-Erft-Kreis;Kerpen;7
141252;Kerpen, GH Adolf-Kolping-Schule;BR Kîln;Rhein-Erft-Kreis;Kerpen;6
141276;Erftstadt, GH Theodor-Heuss-Schule;BR Kîln;Rhein-Erft-Kreis;Erftstadt;4
141331;Bad MÅnstereifel, GH Friedrich-Haass;BR Kîln;Kreis Euskirchen;Bad MÅnstereifel;3
141367;ZÅlpich, GH Keltenweg;BR Kîln;Kreis Euskirchen;ZÅlpich;3
141392;Hellenthal, GH Kalberbenden;BR Kîln;Kreis Euskirchen;Hellenthal;3
141483;BrÅhl, GH Clemens-August-Schule;BR Kîln;Rhein-Erft-Kreis;BrÅhl;7
141513;Frechen, GH Herbertskaul;BR Kîln;Rhein-Erft-Kreis;Frechen;7
141549;HÅrth, GH Kendenich;BR Kîln;Rhein-Erft-Kreis;HÅrth;5
141628;Wesseling, GH Wilhelm-Busch-Schule;BR Kîln;Rhein-Erft-Kreis;Wesseling;8
141665;Bergneustadt, GH Goethestr.;BR Kîln;Oberbergischen Kreis;Bergneustadt;8
141847;Bergisch Gladbach, GH Im Kleefeld;BR Kîln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;7
141860;Kîln, GH Johann-Amos-Comenius;BR Kîln;Stadt Kîln;Kîln;8
141872;Kîln, GH Kopernikusschule;BR Kîln;Stadt Kîln;Kîln;9
141902;WipperfÅrth, GH Konrad-Adenauer-Schule;BR Kîln;Oberbergischen Kreis;WipperfÅrth;4
141914;Lindlar, GH Wilhelm-Breidenbach-Weg;BR Kîln;Oberbergischen Kreis;Lindlar;4
142025;Sankt Augustin, GH Niederpleis;BR Kîln;Rhein-Sieg-Kreis;Sankt Augustin;7
142177;Meckenheim, GH Geschwister-Scholl-Schule;BR Kîln;Rhein-Sieg-Kreis;Meckenheim;6
142268;Troisdorf, GH Rupert-Neudeck-Schule;BR Kîln;Rhein-Sieg-Kreis;Troisdorf;7
142359;Aachen, GH Drimborn;BR Kîln;StÑdteregion Aachen;Aachen;8
142426;Aachen, GH Aretzstr.;BR Kîln;StÑdteregion Aachen;Aachen;9
142529;Eschweiler, GH Adam-Ries-Schule;BR Kîln;StÑdteregion Aachen;Eschweiler;7
142797;DÅren, GH Burgauer Allee;BR Kîln;Kreis DÅren;DÅren;8
142827;DÅren, GH Matthias-Claudius-Schule;BR Kîln;Kreis DÅren;DÅren;7
142839;Inden, GH Goltstein-Schule Inden;BR Kîln;Kreis DÅren;Inden;4
142967;Erkelenz, GH Zehnthofweg;BR Kîln;Kreis Heinsberg;Erkelenz;5
143054;HÅckelhoven, GH In der Schlee;BR Kîln;Kreis Heinsberg;HÅckelhoven;5
143170;Wegberg, GH Schule am Grenzlandring;BR Kîln;Kreis Heinsberg;Wegberg;4
143212;Bocholt, GH Hohe-Giethorst-Schule;BR MÅnster;Kreis Borken;Bocholt;6
143224;Bocholt, KH Arnold-Janssen-Schule;BR MÅnster;Kreis Borken;Bocholt;4
143273;Bottrop, GH Welheim;BR MÅnster;Stadt Bottrop;Bottrop;8
143364;Gelsenkirchen, GH Am Dahlbusch;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;9
143390;Gelsenkirchen, GH Emmastr.;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;9
143418;Gelsenkirchen, GH Grillostra·e;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;9
143492;Gelsenkirchen, GH Schwalbenstr.;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;8
143662;Gladbeck, GH Erich-Fried;BR MÅnster;Kreis Recklinghausen;Gladbeck;9
143777;MÅnster, GH Waldschule Kinderhaus;BR MÅnster;Stadt MÅnster;MÅnster;6
143996;Stadtlohn, GH Losbergschule;BR MÅnster;Kreis Borken;Stadtlohn;4
144101;Ahlen, KH Overbergschule;BR MÅnster;Kreis Warendorf;Ahlen;7
144174;Hamm, GH Martin-Luther;BR Arnsberg;Stadt Hamm;Hamm;7
144411;Coesfeld, GH Kreuz;BR MÅnster;Kreis Coesfeld;Coesfeld;3
144447;DÅlmen, KH Kardinal-von-Galen-Schule;BR MÅnster;Kreis Coesfeld;DÅlmen;4
144551;Hamm, GH Albert-Schweitzer-Schule;BR Arnsberg;Stadt Hamm;Hamm;6
144599;Senden, GH Edith-Stein-Schule;BR MÅnster;Kreis Coesfeld;Senden;4
144800;MÅnster, GH Hiltrup;BR MÅnster;Stadt MÅnster;MÅnster;6
144836;Haltern, GH Joseph-Hennewig-Schule;BR MÅnster;Kreis Recklinghausen;Haltern am See;4
144976;Oer-Erkenschwick, GH Paul-Gerhardt;BR MÅnster;Kreis Recklinghausen;Oer-Erkenschwick;6
145130;Marl, KH Merkelheider Weg;BR MÅnster;Kreis Recklinghausen;Marl;8
145233;Steinfurt, GH am Bagno;BR MÅnster;Kreis Steinfurt;Steinfurt;5
145245;Emsdetten, GH Marienschule;BR MÅnster;Kreis Steinfurt;Emsdetten;5
145403;Ochtrup, GH Lortzingstr.;BR MÅnster;Kreis Steinfurt;Ochtrup;5
145464;Mettingen, GH Josef-Schule;BR MÅnster;Kreis Steinfurt;Mettingen;5
145476;Recke, KH Dietrich-Bonhoeffer-Schule;BR MÅnster;Kreis Steinfurt;Recke;4
145490;Hopsten, GH St.Georg;BR MÅnster;Kreis Steinfurt;Hopsten;2
145506;IbbenbÅren, GH Mettinger Stra·e;BR MÅnster;Kreis Steinfurt;IbbenbÅren;5
145634;Everswinkel,GH (RS)Verbundsch.Alverskir.;BR MÅnster;Kreis Warendorf;Everswinkel;3
146067;Detmold, GH Heidenoldendorf;BR Detmold;Kreis Lippe;Detmold;5
146547;Lemgo, GH Heinrich-Drake-Schule;BR Detmold;Kreis Lippe;Lemgo;5
146584;Bad Salzuflen, GH Lohfeld;BR Detmold;Kreis Lippe;Bad Salzuflen;9
147084;Hîvelhof, GH Krollbachschule;BR Detmold;Kreis Paderborn;Hîvelhof;4
147102;Paderborn, GH Mastbruchschule;BR Detmold;Kreis Paderborn;Paderborn;7
147370;Bochum, GH Werner-von-Siemens-Schule;BR Arnsberg;Stadt Bochum;Bochum;5
147709;Dortmund, GH Kley;BR Arnsberg;Stadt Dortmund;Dortmund;8
147801;Dortmund, GH Emscherschule Aplerbeck;BR Arnsberg;Stadt Dortmund;Dortmund;6
147898;Dortmund, GH Am Externberg;BR Arnsberg;Stadt Dortmund;Dortmund;9
147941;Dortmund, GH Scharnhorst;BR Arnsberg;Stadt Dortmund;Dortmund;9
147977;Dortmund, GH Schule am Hafen;BR Arnsberg;Stadt Dortmund;Dortmund;9
148015;Dortmund, GH Jeanette-Wolff-Schule;BR Arnsberg;Stadt Dortmund;Dortmund;9
148076;Dortmund, GH Konrad von der Mark Schule;BR Arnsberg;Stadt Dortmund;Dortmund;9
148143;Dortmund, KH Husenschule;BR Arnsberg;Stadt Dortmund;Dortmund;6
148192;Hagen, GH Ernst-Eversbusch-Schule;BR Arnsberg;Stadt Hagen;Hagen;9
148258;Hagen, GH Geschwister-Scholl-Schule;BR Arnsberg;Stadt Hagen;Hagen;8
148349;Hamm, GH Karlschule;BR Arnsberg;Stadt Hamm;Hamm;9
148350;Hamm, GH Anne-Frank-Schule;BR Arnsberg;Stadt Hamm;Hamm;9
148453;Herne, GH Hans-Tilkowski-Schule;BR Arnsberg;Stadt Herne;Herne;5
148519;Iserlohn, GH Martin-Luther;BR Arnsberg;MÑrkischen Kreis;Iserlohn;9
148532;LÅnen, GH ProfilSchuleLÅnen-Brambauer;BR Arnsberg;Kreis Unna;LÅnen;9
148544;LÅnen, GH Heinrich-Bussmann-Schule;BR Arnsberg;Kreis Unna;LÅnen;6
148740;Bochum, GH Liselotte-Rauner-Schule;BR Arnsberg;Stadt Bochum;Bochum;8
148805;Witten, GH Freiligrath;BR Arnsberg;Ennepe-Ruhr-Kreis;Witten;9
148891;Plettenberg,GH Zeppelin-Teilst.ort Bîddi;BR Arnsberg;MÑrkischen Kreis;Plettenberg;5
